Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
SI-25910,259,47,5,Clothing,Hankerchief,Credit Card
SI-25737,187,-15,3,Clothing,Trousers,Jazz Cash
SI-25853,26,11,2,Clothing,Hankerchief,Easypaisa
SI-26097,185,-26,6,Furniture,Chairs,Jazz Cash
SI-25875,248,8,2,Clothing,Saree,Credit Card
SI-26031,67,9,4,Clothing,Leggings,Debit Card
SI-25773,248,-70,3,Furniture,Chairs,Credit Card
SI-25840,246,61,2,Furniture,Bookcases,Credit Card
SI-25908,179,-25,5,Clothing,Kurti,Jazz Cash
SI-26041,176,-28,5,Furniture,Furnishings,Jazz Cash
SI-26010,176,-13,5,Furniture,Furnishings,Jazz Cash
SI-25640,68,-62,2,Clothing,Trousers,Debit Card
SI-25794,176,37,6,Electronics,Accessories,Jazz Cash
SI-25987,88,11,7,Clothing,Hankerchief,Easypaisa
SI-25615,68,20,5,Clothing,Hankerchief,Debit Card
SI-25997,231,99,2,Electronics,Electronic Games,Credit Card
SI-25981,62,8,2,Clothing,T-shirt,Easypaisa
SI-25791,175,77,3,Clothing,Saree,Jazz Cash
SI-25986,71,4,5,Clothing,Leggings,Debit Card
SI-25652,174,-70,3,Electronics,Accessories,Jazz Cash
SI-25952,173,69,3,Furniture,Chairs,Jazz Cash
SI-25898,171,2,2,Electronics,Electronic Games,Jazz Cash
SI-25785,268,-25,3,Clothing,Saree,Jazz Cash
SI-25990,71,32,3,Clothing,Saree,Debit Card
SI-26091,29,10,4,Clothing,Hankerchief,Easypaisa
SI-25604,65,17,2,Clothing,T-shirt,Easypaisa
SI-25754,72,-46,7,Clothing,Kurti,Debit Card
SI-25724,168,-51,2,Furniture,Bookcases,Jazz Cash
SI-25757,165,30,3,Clothing,Stole,Jazz Cash
SI-25767,74,-59,2,Electronics,Accessories,Debit Card
SI-25886,89,17,2,Clothing,Stole,Easypaisa
SI-25621,228,63,3,Electronics,Electronic Games,Credit Card
SI-25967,119,-24,4,Furniture,Furnishings,Jazz Cash
SI-25691,75,-25,3,Clothing,Stole,Easypaisa
SI-25953,67,20,4,Clothing,T-shirt,Easypaisa
SI-25651,7,0,1,Clothing,Leggings,Jazz Cash
SI-25828,222,35,5,Clothing,Saree,Credit Card
SI-25628,219,-9,4,Clothing,Saree,Credit Card
SI-25703,42,-23,2,Furniture,Furnishings,Easypaisa
SI-25929,216,-135,3,Furniture,Chairs,Credit Card
SI-25748,47,-21,2,Electronics,Electronic Games,Jazz Cash
SI-25610,68,-55,5,Electronics,Accessories,Easypaisa
SI-25903,74,33,2,Clothing,Shirt,Debit Card
SI-25878,165,46,3,Furniture,Furnishings,Jazz Cash
SI-26056,101,11,2,Clothing,Hankerchief,Easypaisa
SI-26004,162,73,2,Electronics,Electronic Games,Jazz Cash
SI-25699,20,-22,1,Furniture,Furnishings,Easypaisa
SI-26053,162,55,3,Clothing,Stole,Jazz Cash
SI-25654,229,-23,2,Clothing,Saree,Easypaisa
SI-25954,27,0,2,Clothing,Leggings,Jazz Cash
SI-25910,685,7,7,Clothing,Trousers,Easypaisa
SI-26064,75,2,5,Clothing,Leggings,Debit Card
SI-25983,161,-229,8,Furniture,Furnishings,Jazz Cash
SI-26002,71,19,3,Clothing,T-shirt,Jazz Cash
SI-25650,211,-105,2,Clothing,Saree,Credit Card
SI-26043,79,5,6,Clothing,Hankerchief,Debit Card
SI-25657,32,-22,5,Clothing,Saree,Easypaisa
SI-25838,161,40,3,Clothing,Stole,Jazz Cash
SI-25651,159,4,1,Clothing,Saree,Jazz Cash
SI-25808,210,-50,4,Clothing,Hankerchief,Credit Card
SI-25973,79,39,2,Clothing,Shirt,Debit Card
SI-25698,207,153,3,Clothing,Saree,Credit Card
SI-25818,36,0,4,Clothing,Kurti,Jazz Cash
SI-26061,206,12,1,Electronics,Printers,Credit Card
SI-25878,46,0,4,Clothing,Leggings,Jazz Cash
SI-26054,156,23,3,Clothing,Stole,Jazz Cash
SI-25809,154,54,3,Clothing,Hankerchief,Jazz Cash
SI-26042,36,15,3,Clothing,Stole,Easypaisa
SI-26008,206,51,4,Clothing,Hankerchief,Credit Card
SI-25927,200,7,4,Electronics,Electronic Games,Credit Card
SI-26008,199,-1,1,Clothing,Saree,Credit Card
SI-25753,154,22,7,Clothing,T-shirt,Jazz Cash
SI-25948,152,23,3,Furniture,Furnishings,Jazz Cash
SI-26094,152,50,6,Clothing,Stole,Jazz Cash
SI-25654,122,-21,3,Furniture,Furnishings,Easypaisa
SI-25854,149,48,6,Clothing,Stole,Jazz Cash
SI-25623,149,-87,4,Clothing,Saree,Jazz Cash
SI-25985,197,20,4,Clothing,Kurti,Credit Card
SI-25723,76,-54,3,Electronics,Electronic Games,Jazz Cash
SI-25751,221,-15,2,Electronics,Electronic Games,Jazz Cash
SI-26050,79,32,3,Clothing,Saree,Debit Card
SI-25800,45,12,7,Clothing,Hankerchief,Easypaisa
SI-25673,149,-1,1,Clothing,Saree,Jazz Cash
SI-26002,80,22,3,Clothing,Stole,Debit Card
SI-26009,195,12,9,Clothing,Shirt,Credit Card
SI-25754,19,0,3,Clothing,Skirt,Easypaisa
SI-25953,81,41,3,Clothing,Stole,Debit Card
SI-26039,83,34,5,Clothing,Shirt,Debit Card
SI-26001,149,17,4,Furniture,Furnishings,Jazz Cash
SI-25620,193,46,1,Electronics,Printers,Credit Card
SI-26051,85,24,10,Clothing,Hankerchief,Debit Card
SI-25673,44,-17,5,Clothing,Saree,Easypaisa
SI-25721,149,-40,2,Electronics,Phones,Jazz Cash
SI-25764,26,0,2,Clothing,Kurti,Jazz Cash
SI-25645,86,0,4,Clothing,T-shirt,Debit Card
SI-26066,86,22,2,Clothing,Saree,Debit Card
SI-26003,79,16,3,Clothing,T-shirt,Jazz Cash
SI-25712,193,-275,3,Electronics,Phones,Credit Card
SI-25796,148,0,3,Clothing,Saree,Jazz Cash
SI-25738,70,-14,2,Furniture,Furnishings,Easypaisa
SI-25771,148,59,3,Clothing,Hankerchief,Jazz Cash
SI-25950,190,19,9,Furniture,Furnishings,Credit Card
SI-26038,52,14,2,Clothing,Stole,Jazz Cash
SI-26004,147,44,3,Clothing,Saree,Jazz Cash
SI-25896,190,68,8,Clothing,T-shirt,Credit Card
SI-25601,80,-56,4,Electronics,Electronic Games,Easypaisa
SI-25952,147,48,3,Clothing,Saree,Jazz Cash
SI-25873,66,12,3,Clothing,Stole,Jazz Cash
SI-25844,86,8,2,Clothing,Saree,Debit Card
SI-26054,88,19,2,Clothing,Shirt,Debit Card
SI-25953,188,-193,2,Electronics,Electronic Games,Credit Card
SI-25951,89,29,2,Clothing,Stole,Easypaisa
SI-26065,146,19,5,Clothing,Stole,Jazz Cash
SI-26033,143,32,1,Furniture,Bookcases,Jazz Cash
SI-25781,25,-1,4,Clothing,Kurti,Jazz Cash
SI-26043,30,12,3,Clothing,Skirt,Easypaisa
SI-25787,140,-58,4,Furniture,Furnishings,Jazz Cash
SI-25664,83,-48,1,Furniture,Bookcases,Easypaisa
SI-25825,140,6,5,Clothing,Saree,Jazz Cash
SI-25818,28,14,4,Clothing,Hankerchief,Jazz Cash
SI-25765,139,14,3,Clothing,Stole,Jazz Cash
SI-25853,30,14,3,Clothing,Hankerchief,Easypaisa
SI-26030,89,36,3,Clothing,Shirt,Easypaisa
SI-25730,187,30,4,Electronics,Accessories,Credit Card
SI-26054,139,21,3,Electronics,Accessories,Jazz Cash
SI-25773,437,-14,2,Clothing,Saree,Easypaisa
SI-25717,138,-3,5,Clothing,Saree,Jazz Cash
SI-26010,85,13,2,Clothing,Shirt,Easypaisa
SI-25893,83,12,3,Clothing,Stole,Easypaisa
SI-26076,91,22,2,Clothing,Stole,Easypaisa
SI-25803,137,5,5,Clothing,Shirt,Jazz Cash
SI-25709,33,-12,7,Clothing,Saree,Easypaisa
SI-25755,134,-34,2,Furniture,Chairs,Jazz Cash
SI-25684,134,42,2,Furniture,Chairs,Jazz Cash
SI-25739,133,-56,2,Furniture,Chairs,Jazz Cash
SI-26081,93,-84,3,Clothing,Saree,Easypaisa
SI-25662,86,-21,1,Electronics,Electronic Games,Easypaisa
SI-25845,132,54,5,Clothing,Stole,Jazz Cash
SI-26085,132,-10,3,Clothing,Saree,Jazz Cash
SI-25745,132,-79,5,Furniture,Furnishings,Jazz Cash
SI-25999,93,-65,4,Clothing,Stole,Easypaisa
SI-26082,95,5,2,Clothing,Stole,Easypaisa
SI-26097,97,12,2,Clothing,Hankerchief,Easypaisa
SI-25731,131,-154,8,Furniture,Furnishings,Jazz Cash
SI-25625,97,29,2,Clothing,Hankerchief,Easypaisa
SI-25853,128,4,3,Clothing,Saree,Jazz Cash
SI-25703,186,241,9,Clothing,Shirt,Credit Card
SI-26003,128,47,4,Clothing,Hankerchief,Jazz Cash
SI-25803,185,48,4,Clothing,Stole,Credit Card
SI-25719,29,10,2,Clothing,Stole,Jazz Cash
SI-25883,127,29,3,Furniture,Furnishings,Jazz Cash
SI-25891,97,36,7,Clothing,Hankerchief,Easypaisa
SI-25821,125,0,3,Electronics,Accessories,Jazz Cash
SI-25646,299,-8,2,Clothing,Saree,Jazz Cash
SI-25874,124,54,5,Clothing,T-shirt,Jazz Cash
SI-25717,90,17,3,Clothing,Shirt,Jazz Cash
SI-26073,122,11,4,Clothing,Hankerchief,Jazz Cash
SI-25800,122,-66,9,Electronics,Accessories,Jazz Cash
SI-25991,90,30,2,Furniture,Chairs,Easypaisa
SI-25638,182,-11,3,Furniture,Bookcases,Credit Card
SI-26021,122,59,7,Furniture,Furnishings,Jazz Cash
SI-25882,121,19,4,Clothing,Stole,Jazz Cash
SI-26053,120,1,1,Furniture,Chairs,Jazz Cash
SI-25951,120,23,5,Clothing,Stole,Jazz Cash
SI-25757,34,-11,5,Clothing,T-shirt,Jazz Cash
SI-25777,117,17,6,Clothing,Kurti,Jazz Cash
SI-26040,38,9,2,Clothing,Stole,Jazz Cash
SI-25696,117,-6,3,Electronics,Phones,Jazz Cash
SI-25977,180,54,4,Clothing,T-shirt,Credit Card
SI-25743,99,-5,1,Clothing,Saree,Easypaisa
SI-25651,172,-103,3,Furniture,Chairs,UPaisa
SI-25603,116,16,4,Clothing,Stole,Jazz Cash
SI-25696,116,-4,1,Clothing,Saree,Jazz Cash
SI-26037,171,68,7,Clothing,Stole,UPaisa
SI-26098,46,14,5,Clothing,Skirt,Jazz Cash
SI-25697,115,-39,3,Clothing,Trousers,Jazz Cash
SI-25920,100,7,2,Clothing,T-shirt,Easypaisa
SI-25993,44,8,2,Clothing,Stole,Jazz Cash
SI-26089,139,14,3,Clothing,Kurti,Jazz Cash
SI-25960,171,-140,2,Furniture,Bookcases,UPaisa
SI-25917,100,12,2,Clothing,T-shirt,Easypaisa
SI-25825,115,25,6,Clothing,Stole,Jazz Cash
SI-25696,168,-9,3,Clothing,Saree,Jazz Cash
SI-25972,115,47,2,Electronics,Accessories,Jazz Cash
SI-25602,168,-111,2,Electronics,Phones,UPaisa
SI-25736,31,-7,5,Clothing,Skirt,Easypaisa
SI-26003,114,41,6,Furniture,Furnishings,Jazz Cash
SI-25970,111,9,4,Clothing,Stole,Jazz Cash
SI-25742,11,-8,2,Clothing,Skirt,Easypaisa
SI-25770,110,35,1,Furniture,Furnishings,Jazz Cash
SI-26098,59,15,2,Clothing,T-shirt,Easypaisa
SI-26050,166,27,2,Electronics,Accessories,UPaisa
SI-25778,109,-6,6,Clothing,Saree,Jazz Cash
SI-25652,34,-6,4,Clothing,Leggings,Jazz Cash
SI-25999,109,40,1,Furniture,Furnishings,Jazz Cash
SI-25909,108,22,3,Electronics,Accessories,Jazz Cash
SI-25823,103,50,2,Furniture,Furnishings,Easypaisa
SI-25701,10,-8,2,Clothing,Skirt,Jazz Cash
SI-25855,90,17,3,Clothing,Hankerchief,Jazz Cash
SI-25654,105,46,2,Clothing,Stole,Easypaisa
SI-25623,105,20,2,Clothing,Stole,Debit Card
SI-25641,22,-6,1,Furniture,Furnishings,Jazz Cash
SI-25852,105,-33,5,Clothing,Kurti,Jazz Cash
SI-25958,105,25,2,Clothing,Hankerchief,UPaisa
SI-25802,25,-7,5,Clothing,Saree,Easypaisa
SI-25823,104,2,2,Furniture,Furnishings,Jazz Cash
SI-25834,16,5,1,Clothing,Stole,Easypaisa
SI-25678,64,-7,3,Clothing,Saree,Jazz Cash
SI-25774,38,-6,2,Furniture,Furnishings,Easypaisa
SI-25904,83,12,2,Furniture,Chairs,Jazz Cash
SI-25896,103,36,2,Clothing,Hankerchief,Jazz Cash
SI-25796,37,-6,1,Clothing,Saree,Easypaisa
SI-25934,105,33,6,Clothing,Saree,UPaisa
SI-25750,78,-6,2,Furniture,Furnishings,Easypaisa
SI-25761,102,-90,1,Clothing,Saree,Jazz Cash
SI-25912,102,11,6,Clothing,T-shirt,Jazz Cash
SI-25751,10,-8,1,Clothing,Kurti,Easypaisa
SI-25656,101,18,9,Clothing,Skirt,Jazz Cash
SI-25647,42,-6,4,Clothing,Saree,Easypaisa
SI-25861,56,18,2,Clothing,Hankerchief,Easypaisa
SI-25802,95,5,2,Clothing,Stole,Jazz Cash
SI-25901,159,2,3,Furniture,Furnishings,UPaisa
SI-25623,158,69,3,Clothing,Stole,UPaisa
SI-25751,106,0,2,Electronics,Phones,UPaisa
SI-26052,101,16,4,Clothing,T-shirt,Jazz Cash
SI-25886,107,37,3,Clothing,Shirt,Jazz Cash
SI-25804,156,36,5,Clothing,T-shirt,UPaisa
SI-25734,108,-19,3,Electronics,Electronic Games,Easypaisa
SI-25610,107,-54,4,Clothing,Stole,UPaisa
SI-25711,100,-58,4,Clothing,Hankerchief,Jazz Cash
SI-25985,108,26,4,Clothing,Shirt,Easypaisa
SI-25864,100,6,4,Clothing,Stole,Jazz Cash
SI-25648,100,-23,1,Electronics,Phones,Jazz Cash
SI-26086,43,17,2,Clothing,T-shirt,Easypaisa
SI-25835,155,26,3,Clothing,Stole,UPaisa
SI-25949,151,9,3,Clothing,Hankerchief,UPaisa
SI-25930,151,29,5,Clothing,Hankerchief,UPaisa
SI-25655,110,-68,4,Clothing,Saree,UPaisa
SI-25757,98,9,2,Furniture,Furnishings,Jazz Cash
SI-25655,97,-62,2,Clothing,Trousers,Jazz Cash
SI-26033,111,35,5,Clothing,Shirt,Jazz Cash
SI-26083,45,17,1,Electronics,Accessories,Jazz Cash
SI-25805,112,15,2,Furniture,Chairs,Jazz Cash
SI-25955,110,20,5,Clothing,Stole,Debit Card
SI-25762,98,-5,2,Clothing,Saree,Easypaisa
SI-25919,110,12,7,Clothing,Stole,Debit Card
SI-25853,95,11,4,Furniture,Furnishings,Jazz Cash
SI-25925,1228,14,3,Furniture,Chairs,Easypaisa
SI-26023,29,0,3,Furniture,Furnishings,Jazz Cash
SI-26055,94,27,2,Clothing,T-shirt,Jazz Cash
SI-25653,115,25,1,Electronics,Accessories,Jazz Cash
SI-25893,149,15,3,Clothing,Saree,UPaisa
SI-26052,148,23,4,Clothing,Kurti,UPaisa
SI-25830,93,15,2,Electronics,Accessories,Jazz Cash
SI-26040,113,24,4,Clothing,Hankerchief,Debit Card
SI-25981,48,2,3,Clothing,Stole,Jazz Cash
SI-25954,148,9,1,Electronics,Electronic Games,Easypaisa
SI-25889,114,11,4,Clothing,T-shirt,Debit Card
SI-25810,92,42,2,Clothing,Stole,Jazz Cash
SI-25637,117,14,3,Clothing,Shirt,Easypaisa
SI-25801,21,-10,4,Clothing,Leggings,Jazz Cash
SI-25783,33,-10,6,Clothing,Leggings,Easypaisa
SI-25697,114,8,3,Electronics,Accessories,Debit Card
SI-26028,115,0,1,Electronics,Accessories,Debit Card
SI-25851,90,29,5,Clothing,T-shirt,Jazz Cash
SI-25938,61,1,2,Furniture,Furnishings,Jazz Cash
SI-25820,119,1,1,Furniture,Chairs,Jazz Cash
SI-25850,117,36,2,Clothing,Trousers,Debit Card
SI-25924,148,54,2,Furniture,Chairs,Easypaisa
SI-25609,249,-5,4,Clothing,Saree,Jazz Cash
SI-25898,147,73,3,Clothing,Stole,Easypaisa
SI-25814,118,35,7,Clothing,T-shirt,UPaisa
SI-26087,119,56,7,Clothing,Saree,UPaisa
SI-25901,90,27,2,Clothing,T-shirt,Jazz Cash
SI-26025,32,1,2,Clothing,Stole,Jazz Cash
SI-25631,89,-89,2,Furniture,Furnishings,Jazz Cash
SI-25954,146,66,1,Electronics,Phones,Easypaisa
SI-25956,89,-37,4,Clothing,Shirt,Jazz Cash
SI-26096,88,11,3,Electronics,Accessories,Jazz Cash
SI-25862,121,41,4,Clothing,Stole,UPaisa
SI-26054,88,20,2,Clothing,Saree,Jazz Cash
SI-25698,87,-83,5,Clothing,Kurti,Jazz Cash
SI-25606,87,4,2,Clothing,Shirt,Jazz Cash
SI-25928,122,15,3,Electronics,Accessories,UPaisa
SI-26005,87,10,3,Clothing,Stole,Jazz Cash
SI-25963,53,8,3,Furniture,Furnishings,Easypaisa
SI-25952,87,-32,9,Clothing,Skirt,Jazz Cash
SI-25683,86,-55,6,Clothing,Saree,Jazz Cash
SI-25914,125,22,3,Clothing,Stole,UPaisa
SI-25828,128,-3,3,Clothing,Saree,Debit Card
SI-25743,143,-124,5,Clothing,Saree,Easypaisa
SI-26085,86,22,2,Clothing,Saree,Jazz Cash
SI-25869,86,9,3,Clothing,Saree,Jazz Cash
SI-25773,85,-9,4,Clothing,Saree,Jazz Cash
SI-25700,129,-75,5,Clothing,Shirt,Debit Card
SI-25921,84,-42,2,Electronics,Accessories,Jazz Cash
SI-25730,83,-81,3,Furniture,Chairs,Jazz Cash
SI-26083,143,6,2,Electronics,Accessories,Easypaisa
SI-25849,336,123,3,Electronics,Phones,Easypaisa
SI-25909,323,122,5,Electronics,Phones,Easypaisa
SI-26038,130,61,3,Clothing,Shirt,Debit Card
SI-25999,152,-3,5,Clothing,Saree,Jazz Cash
SI-25928,25,10,1,Furniture,Furnishings,Easypaisa
SI-25878,140,15,5,Clothing,Stole,Easypaisa
SI-25843,45,0,2,Clothing,Stole,Easypaisa
SI-25959,132,49,3,Clothing,Shirt,Jazz Cash
SI-25630,133,12,5,Clothing,Stole,Debit Card
SI-25858,82,13,2,Clothing,Shirt,Jazz Cash
SI-26096,140,56,4,Clothing,Shirt,Easypaisa
SI-25838,81,19,7,Clothing,Hankerchief,Jazz Cash
SI-25943,137,38,5,Clothing,Hankerchief,Debit Card
SI-25780,137,-41,3,Electronics,Phones,Debit Card
SI-25949,140,57,2,Clothing,Trousers,Debit Card
SI-25892,139,30,3,Clothing,Shirt,Easypaisa
SI-26054,138,11,5,Clothing,Stole,Easypaisa
SI-25988,79,-124,9,Clothing,Skirt,Jazz Cash
SI-25939,136,41,3,Electronics,Accessories,Easypaisa
SI-26083,145,16,3,Clothing,T-shirt,Debit Card
SI-26078,44,20,2,Clothing,T-shirt,Easypaisa
SI-25902,79,6,7,Clothing,Saree,Jazz Cash
SI-25676,79,36,4,Clothing,Shirt,Jazz Cash
SI-26016,134,-13,3,Electronics,Electronic Games,Easypaisa
SI-25950,133,5,5,Clothing,Stole,Easypaisa
SI-26056,47,20,7,Clothing,Hankerchief,Easypaisa
SI-25645,133,-42,1,Electronics,Printers,Easypaisa
SI-25906,78,27,3,Clothing,Stole,Jazz Cash
SI-26017,78,7,1,Furniture,Chairs,Jazz Cash
SI-25644,76,-92,8,Furniture,Furnishings,Jazz Cash
SI-25679,76,-50,1,Clothing,Saree,Jazz Cash
SI-25854,76,19,3,Clothing,Hankerchief,Jazz Cash
SI-25670,74,29,3,Clothing,Stole,Jazz Cash
SI-25792,74,-25,3,Clothing,Stole,Jazz Cash
SI-25808,146,-63,3,Electronics,Electronic Games,Debit Card
SI-25750,73,-31,1,Furniture,Bookcases,Jazz Cash
SI-26051,80,22,3,Clothing,Stole,Easypaisa
SI-26076,133,46,5,Clothing,Shirt,UPaisa
SI-25946,146,7,2,Electronics,Phones,Debit Card
SI-25648,130,-41,4,Clothing,Saree,UPaisa
SI-25992,141,41,3,Clothing,Shirt,Easypaisa
SI-25848,147,21,3,Furniture,Furnishings,Debit Card
SI-25697,73,-7,1,Electronics,Phones,Jazz Cash
SI-25659,148,72,7,Clothing,T-shirt,Debit Card
SI-25716,58,0,4,Clothing,Saree,Easypaisa
SI-25652,21,-13,3,Clothing,Leggings,Easypaisa
SI-26093,148,25,3,Clothing,Saree,Debit Card
SI-25725,144,-7,4,Electronics,Electronic Games,Jazz Cash
SI-25661,145,-104,5,Furniture,Chairs,Easypaisa
SI-25693,72,-49,1,Electronics,Phones,Jazz Cash
SI-25910,125,15,5,Clothing,Shirt,UPaisa
SI-25943,149,15,3,Clothing,Saree,Debit Card
SI-26100,72,16,2,Clothing,Shirt,Jazz Cash
SI-25830,71,0,8,Clothing,Skirt,Jazz Cash
SI-25932,71,-14,4,Furniture,Furnishings,Jazz Cash
SI-25929,154,-85,3,Furniture,Chairs,UPaisa
SI-25708,191,13,8,Furniture,Furnishings,Jazz Cash
SI-25921,170,19,5,Clothing,T-shirt,Easypaisa
SI-25755,47,-3,2,Clothing,Stole,Easypaisa
SI-25640,122,-47,4,Clothing,Saree,UPaisa
SI-25838,70,26,5,Clothing,Hankerchief,Jazz Cash
SI-26025,155,5,3,Clothing,Stole,UPaisa
SI-25789,67,-86,9,Furniture,Furnishings,Jazz Cash
SI-25697,67,-42,3,Clothing,Stole,Jazz Cash
SI-25797,148,-101,2,Furniture,Bookcases,Easypaisa
SI-26064,122,38,6,Clothing,T-shirt,Credit Card
SI-25732,16,-5,2,Clothing,Stole,Easypaisa
SI-25654,121,-17,3,Furniture,Furnishings,Credit Card
SI-25750,42,-15,12,Clothing,Skirt,Easypaisa
SI-25751,65,-4,6,Clothing,Hankerchief,Jazz Cash
SI-25889,119,-43,7,Clothing,Kurti,Credit Card
SI-25683,155,56,3,Furniture,Furnishings,UPaisa
SI-25602,119,-5,8,Clothing,Saree,Credit Card
SI-25871,118,25,4,Clothing,Hankerchief,Credit Card
SI-25953,116,22,1,Electronics,Accessories,Credit Card
SI-25950,158,-29,10,Clothing,Hankerchief,UPaisa
SI-26091,158,69,3,Clothing,Stole,UPaisa
SI-25753,65,-52,3,Electronics,Accessories,Jazz Cash
SI-25611,160,-59,2,Clothing,Saree,UPaisa
SI-25935,162,20,3,Furniture,Chairs,UPaisa
SI-25886,63,1,4,Clothing,T-shirt,Jazz Cash
SI-25833,64,27,5,Clothing,Hankerchief,Easypaisa
SI-25665,166,-113,4,Electronics,Accessories,UPaisa
SI-25694,167,43,7,Clothing,T-shirt,UPaisa
SI-25668,123,17,3,Furniture,Furnishings,Jazz Cash
SI-25945,63,14,2,Clothing,Shirt,Jazz Cash
SI-25954,891,0,5,Clothing,Saree,Jazz Cash
SI-25818,75,28,9,Clothing,Hankerchief,Easypaisa
SI-25861,62,6,5,Clothing,Hankerchief,Jazz Cash
SI-25721,29,-18,7,Clothing,Skirt,Easypaisa
SI-26024,168,18,6,Clothing,Stole,Debit Card
SI-26056,70,24,3,Clothing,Stole,Easypaisa
SI-26050,169,55,4,Clothing,Saree,Debit Card
SI-25708,32,-8,2,Clothing,Stole,Jazz Cash
SI-25651,44,-8,3,Clothing,Stole,Easypaisa
SI-25616,116,-56,5,Clothing,Stole,Credit Card
SI-25827,156,21,3,Furniture,Chairs,Jazz Cash
SI-25996,62,6,6,Clothing,Skirt,Jazz Cash
SI-25830,54,1,2,Clothing,Saree,Easypaisa
SI-25951,111,11,9,Clothing,Hankerchief,Credit Card
SI-25713,158,-63,4,Furniture,Chairs,Easypaisa
SI-25678,7,-3,2,Clothing,Skirt,Easypaisa
SI-25901,61,28,2,Clothing,Hankerchief,Easypaisa
SI-25798,61,-50,4,Clothing,Hankerchief,Jazz Cash
SI-25902,154,26,4,Electronics,Accessories,Jazz Cash
SI-25851,62,1,3,Clothing,Saree,Jazz Cash
SI-25944,169,38,3,Clothing,Saree,Debit Card
SI-25939,61,18,2,Electronics,Accessories,Jazz Cash
SI-25656,61,-23,2,Clothing,Saree,Jazz Cash
SI-25695,171,14,9,Clothing,Shirt,Debit Card
SI-25781,60,-49,8,Clothing,Hankerchief,Jazz Cash
SI-25783,25,-11,1,Clothing,Stole,Easypaisa
SI-25867,163,26,4,Clothing,Shirt,Jazz Cash
SI-25993,173,86,1,Electronics,Printers,Debit Card
SI-25755,257,-3,2,Furniture,Bookcases,Easypaisa
SI-25880,108,37,2,Clothing,Stole,Credit Card
SI-25941,177,41,4,Clothing,Shirt,Debit Card
SI-25757,106,15,7,Clothing,Hankerchief,Credit Card
SI-25754,41,-14,5,Clothing,Leggings,Easypaisa
SI-25653,168,-10,3,Electronics,Accessories,Easypaisa
SI-25821,60,21,4,Clothing,Stole,Jazz Cash
SI-25706,31,-11,4,Clothing,Stole,Jazz Cash
SI-26064,179,0,2,Clothing,Saree,Debit Card
SI-25803,106,12,3,Clothing,Trousers,Credit Card
SI-26076,60,13,2,Clothing,T-shirt,Jazz Cash
SI-25603,180,5,3,Clothing,Trousers,Debit Card
SI-25903,60,-10,2,Furniture,Furnishings,Jazz Cash
SI-25938,59,25,3,Clothing,Stole,Jazz Cash
SI-25868,170,73,2,Electronics,Accessories,Easypaisa
SI-25956,59,10,2,Clothing,Hankerchief,Jazz Cash
SI-25652,24,-21,7,Clothing,Skirt,Jazz Cash
SI-25883,105,-26,8,Clothing,Leggings,Credit Card
SI-26096,103,46,2,Clothing,Saree,Credit Card
SI-25969,171,17,6,Clothing,T-shirt,Easypaisa
SI-25951,102,13,2,Clothing,Stole,Credit Card
SI-25855,98,12,2,Clothing,Hankerchief,Credit Card
SI-26091,59,10,4,Clothing,Leggings,Jazz Cash
SI-25954,189,60,4,Furniture,Furnishings,Debit Card
SI-25763,58,-52,3,Furniture,Chairs,Jazz Cash
SI-25945,60,3,3,Clothing,Saree,Easypaisa
SI-25740,58,-8,2,Clothing,Saree,Jazz Cash
SI-25818,94,20,2,Furniture,Furnishings,Easypaisa
SI-25603,193,-166,3,Clothing,Saree,UPaisa
SI-25964,199,0,4,Clothing,Stole,UPaisa
SI-25930,202,89,9,Clothing,T-shirt,UPaisa
SI-25930,58,17,2,Clothing,Hankerchief,Jazz Cash
SI-25879,57,-28,2,Clothing,Kurti,Jazz Cash
SI-25903,204,-94,4,Clothing,Hankerchief,UPaisa
SI-25614,98,-12,2,Electronics,Electronic Games,Credit Card
SI-25750,22,-12,3,Clothing,Stole,Jazz Cash
SI-25852,97,17,2,Clothing,Stole,Credit Card
SI-26008,57,24,5,Clothing,Leggings,Jazz Cash
SI-26092,97,14,2,Clothing,T-shirt,Credit Card
SI-25689,97,17,2,Clothing,Stole,Credit Card
SI-25730,96,22,5,Clothing,Stole,Credit Card
SI-25885,94,27,2,Clothing,Shirt,Credit Card
SI-25999,26,-17,1,Clothing,Stole,Jazz Cash
SI-26011,93,44,2,Clothing,Stole,Credit Card
SI-25754,93,-65,4,Clothing,Stole,Credit Card
SI-26030,92,5,6,Clothing,Hankerchief,Credit Card
SI-25851,57,27,2,Clothing,T-shirt,Jazz Cash
SI-25870,57,7,3,Furniture,Furnishings,Jazz Cash
SI-26074,57,21,4,Clothing,Leggings,Jazz Cash
SI-25861,128,4,3,Clothing,Saree,Jazz Cash
SI-25797,89,-4,5,Clothing,Saree,Credit Card
SI-25993,221,26,7,Furniture,Furnishings,Jazz Cash
SI-25799,205,-119,3,Clothing,Saree,Debit Card
SI-25721,191,51,5,Clothing,Shirt,Easypaisa
SI-26056,206,18,4,Clothing,Hankerchief,Debit Card
SI-25743,56,0,4,Clothing,Hankerchief,Jazz Cash
SI-25854,88,16,4,Clothing,Stole,Credit Card
SI-25748,224,58,3,Electronics,Phones,Easypaisa
SI-25976,193,8,4,Clothing,T-shirt,Easypaisa
SI-25953,87,36,5,Clothing,Stole,Credit Card
